kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov
350715,Tajinan,3507,Kabupaten Malang,35,Jawa Timur
350716,Tumpang,3507,Kabupaten Malang,35,Jawa Timur
350717,Jabung,3507,Kabupaten Malang,35,Jawa Timur
350718,Pakis,3507,Kabupaten Malang,35,Jawa Timur
350719,Pakisaji,3507,Kabupaten Malang,35,Jawa Timur
350720,Ngajum,3507,Kabupaten Malang,35,Jawa Timur
350721,Wagir,3507,Kabupaten Malang,35,Jawa Timur
350722,Dau,3507,Kabupaten Malang,35,Jawa Timur
350723,Karangploso,3507,Kabupaten Malang,35,Jawa Timur
350724,Singosari,3507,Kabupaten Malang,35,Jawa Timur
350725,Lawang,3507,Kabupaten Malang,35,Jawa Timur
350726,Pujon,3507,Kabupaten Malang,35,Jawa Timur
350727,Ngantang,3507,Kabupaten Malang,35,Jawa Timur
350728,Kasembon,3507,Kabupaten Malang,35,Jawa Timur
350729,Gedangan,3507,Kabupaten Malang,35,Jawa Timur
350730,Tirtoyudo,3507,Kabupaten Malang,35,Jawa Timur
350731,Kromengan,3507,Kabupaten Malang,35,Jawa Timur
350732,Wonosari,3507,Kabupaten Malang,35,Jawa Timur
350733,Pagelaran,3507,Kabupaten Malang,35,Jawa Timur
350801,Tempursari,3508,Kabupaten Lumajang,35,Jawa Timur
350802,Pronojiwo,3508,Kabupaten Lumajang,35,Jawa Timur
350803,Candipuro,3508,Kabupaten Lumajang,35,Jawa Timur
350804,Pasirian,3508,Kabupaten Lumajang,35,Jawa Timur
350805,Tempeh,3508,Kabupaten Lumajang,35,Jawa Timur
350806,Kunir,3508,Kabupaten Lumajang,35,Jawa Timur
350807,Yosowilangun,3508,Kabupaten Lumajang,35,Jawa Timur
350808,Rowokangkung,3508,Kabupaten Lumajang,35,Jawa Timur
350809,Tekung,3508,Kabupaten Lumajang,35,Jawa Timur
350810,Lumajang,3508,Kabupaten Lumajang,35,Jawa Timur
350811,Pasrujambe,3508,Kabupaten Lumajang,35,Jawa Timur
350812,Senduro,3508,Kabupaten Lumajang,35,Jawa Timur
350813,Gucialit,3508,Kabupaten Lumajang,35,Jawa Timur
350814,Padang,3508,Kabupaten Lumajang,35,Jawa Timur
350815,Sukodono,3508,Kabupaten Lumajang,35,Jawa Timur
350816,Kedungjajang,3508,Kabupaten Lumajang,35,Jawa Timur
350817,Jatiroto,3508,Kabupaten Lumajang,35,Jawa Timur
350818,Randuagung,3508,Kabupaten Lumajang,35,Jawa Timur
350819,Klakah,3508,Kabupaten Lumajang,35,Jawa Timur
350820,Ranuyoso,3508,Kabupaten Lumajang,35,Jawa Timur
350821,Sumbersuko,3508,Kabupaten Lumajang,35,Jawa Timur
350901,Jombang,3509,Kabupaten Jember,35,Jawa Timur
350902,Kencong,3509,Kabupaten Jember,35,Jawa Timur
350903,Sumberbaru,3509,Kabupaten Jember,35,Jawa Timur
350904,Gumukmas,3509,Kabupaten Jember,35,Jawa Timur
350905,Umbulsari,3509,Kabupaten Jember,35,Jawa Timur
350906,Tanggul,3509,Kabupaten Jember,35,Jawa Timur
350907,Semboro,3509,Kabupaten Jember,35,Jawa Timur
350908,Puger,3509,Kabupaten Jember,35,Jawa Timur
350909,Bangsalsari,3509,Kabupaten Jember,35,Jawa Timur
350910,Balung,3509,Kabupaten Jember,35,Jawa Timur
350911,Wuluhan,3509,Kabupaten Jember,35,Jawa Timur
350912,Ambulu,3509,Kabupaten Jember,35,Jawa Timur
350913,Rambipuji,3509,Kabupaten Jember,35,Jawa Timur
350914,Panti,3509,Kabupaten Jember,35,Jawa Timur
350915,Sukorambi,3509,Kabupaten Jember,35,Jawa Timur
350916,Jenggawah,3509,Kabupaten Jember,35,Jawa Timur
350917,Ajung,3509,Kabupaten Jember,35,Jawa Timur
350918,Tempurejo,3509,Kabupaten Jember,35,Jawa Timur
350919,Kaliwates,3509,Kabupaten Jember,35,Jawa Timur
350920,Patrang,3509,Kabupaten Jember,35,Jawa Timur
350921,Sumbersari,3509,Kabupaten Jember,35,Jawa Timur
350922,Arjasa,3509,Kabupaten Jember,35,Jawa Timur
350923,Mumbulsari,3509,Kabupaten Jember,35,Jawa Timur
350924,Pakusari,3509,Kabupaten Jember,35,Jawa Timur
350925,Jelbuk,3509,Kabupaten Jember,35,Jawa Timur
350926,Mayang,3509,Kabupaten Jember,35,Jawa Timur
350927,Kalisat,3509,Kabupaten Jember,35,Jawa Timur
350928,Ledokombo,3509,Kabupaten Jember,35,Jawa Timur
350929,Sukowono,3509,Kabupaten Jember,35,Jawa Timur
350930,Silo,3509,Kabupaten Jember,35,Jawa Timur
350931,Sumberjambe,3509,Kabupaten Jember,35,Jawa Timur
351001,Pesanggaran,3510,Kabupaten Banyuwangi,35,Jawa Timur
351002,Bangorejo,3510,Kabupaten Banyuwangi,35,Jawa Timur
351003,Purwoharjo,3510,Kabupaten Banyuwangi,35,Jawa Timur
351004,Tegaldlimo,3510,Kabupaten Banyuwangi,35,Jawa Timur
351005,Muncar,3510,Kabupaten Banyuwangi,35,Jawa Timur
351006,Cluring,3510,Kabupaten Banyuwangi,35,Jawa Timur
351007,Gambiran,3510,Kabupaten Banyuwangi,35,Jawa Timur
351008,Srono,3510,Kabupaten Banyuwangi,35,Jawa Timur
351009,Genteng,3510,Kabupaten Banyuwangi,35,Jawa Timur
351010,Glenmore,3510,Kabupaten Banyuwangi,35,Jawa Timur
351011,Kalibaru,3510,Kabupaten Banyuwangi,35,Jawa Timur
351012,Singojuruh,3510,Kabupaten Banyuwangi,35,Jawa Timur
351013,Rogojampi,3510,Kabupaten Banyuwangi,35,Jawa Timur
351014,Kabat,3510,Kabupaten Banyuwangi,35,Jawa Timur
351015,Glagah,3510,Kabupaten Banyuwangi,35,Jawa Timur
351016,Banyuwangi,3510,Kabupaten Banyuwangi,35,Jawa Timur
351017,Giri,3510,Kabupaten Banyuwangi,35,Jawa Timur
351018,Wongsorejo,3510,Kabupaten Banyuwangi,35,Jawa Timur
351019,Songgon,3510,Kabupaten Banyuwangi,35,Jawa Timur
351020,Sempu,3510,Kabupaten Banyuwangi,35,Jawa Timur
351021,Kalipuro,3510,Kabupaten Banyuwangi,35,Jawa Timur
351022,Siliragung,3510,Kabupaten Banyuwangi,35,Jawa Timur
351023,Tegalsari,3510,Kabupaten Banyuwangi,35,Jawa Timur
351024,Licin,3510,Kabupaten Banyuwangi,35,Jawa Timur
351025,Blimbingsari,3510,Kabupaten Banyuwangi,35,Jawa Timur
351101,Maesan,3511,Kabupaten Bondowoso,35,Jawa Timur
351102,Tamanan,3511,Kabupaten Bondowoso,35,Jawa Timur
351103,Tlogosari,3511,Kabupaten Bondowoso,35,Jawa Timur
351104,Sukosari,3511,Kabupaten Bondowoso,35,Jawa Timur
351105,Pujer,3511,Kabupaten Bondowoso,35,Jawa Timur
351106,Grujugan,3511,Kabupaten Bondowoso,35,Jawa Timur
351107,Curahdami,3511,Kabupaten Bondowoso,35,Jawa Timur
351108,Tenggarang,3511,Kabupaten Bondowoso,35,Jawa Timur
351109,Wonosari,3511,Kabupaten Bondowoso,35,Jawa Timur
351110,Tapen,3511,Kabupaten Bondowoso,35,Jawa Timur
351111,Bondowoso,3511,Kabupaten Bondowoso,35,Jawa Timur
351112,Wringin,3511,Kabupaten Bondowoso,35,Jawa Timur
351113,Tegalampel,3511,Kabupaten Bondowoso,35,Jawa Timur
351114,Klabang,3511,Kabupaten Bondowoso,35,Jawa Timur
351115,Cermee,3511,Kabupaten Bondowoso,35,Jawa Timur
351116,Prajekan,3511,Kabupaten Bondowoso,35,Jawa Timur
351117,Pakem,3511,Kabupaten Bondowoso,35,Jawa Timur
351118,Sumberwringin,3511,Kabupaten Bondowoso,35,Jawa Timur
351119,Sempol,3511,Kabupaten Bondowoso,35,Jawa Timur
351120,Binakal,3511,Kabupaten Bondowoso,35,Jawa Timur
351121,Taman Krocok,3511,Kabupaten Bondowoso,35,Jawa Timur
351122,Botolinggo,3511,Kabupaten Bondowoso,35,Jawa Timur
351123,Jambesari Darus Sholah,3511,Kabupaten Bondowoso,35,Jawa Timur
351201,Jatibanteng,3512,Kabupaten Situbondo,35,Jawa Timur
351202,Besuki,3512,Kabupaten Situbondo,35,Jawa Timur
351203,Suboh,3512,Kabupaten Situbondo,35,Jawa Timur
351204,Mlandingan,3512,Kabupaten Situbondo,35,Jawa Timur
351205,Kendit,3512,Kabupaten Situbondo,35,Jawa Timur
351206,Panarukan,3512,Kabupaten Situbondo,35,Jawa Timur
351207,Situbondo,3512,Kabupaten Situbondo,35,Jawa Timur
351208,Panji,3512,Kabupaten Situbondo,35,Jawa Timur
351209,Mangaran,3512,Kabupaten Situbondo,35,Jawa Timur
351210,Kapongan,3512,Kabupaten Situbondo,35,Jawa Timur
351211,Arjasa,3512,Kabupaten Situbondo,35,Jawa Timur
351212,Jangkar,3512,Kabupaten Situbondo,35,Jawa Timur
351213,Asembagus,3512,Kabupaten Situbondo,35,Jawa Timur
351214,Banyuputih,3512,Kabupaten Situbondo,35,Jawa Timur
351215,Sumbermalang,3512,Kabupaten Situbondo,35,Jawa Timur
351216,Banyuglugur,3512,Kabupaten Situbondo,35,Jawa Timur
351217,Bungatan,3512,Kabupaten Situbondo,35,Jawa Timur
351301,Sukapura,3513,Kabupaten Probolinggo,35,Jawa Timur
351302,Sumber,3513,Kabupaten Probolinggo,35,Jawa Timur
351303,Kuripan,3513,Kabupaten Probolinggo,35,Jawa Timur
351304,Bantaran,3513,Kabupaten Probolinggo,35,Jawa Timur
351305,Leces,3513,Kabupaten Probolinggo,35,Jawa Timur
351306,Banyuanyar,3513,Kabupaten Probolinggo,35,Jawa Timur
351307,Tiris,3513,Kabupaten Probolinggo,35,Jawa Timur
351308,Krucil,3513,Kabupaten Probolinggo,35,Jawa Timur
351309,Gading,3513,Kabupaten Probolinggo,35,Jawa Timur
351310,Pakuniran,3513,Kabupaten Probolinggo,35,Jawa Timur
351311,Kotaanyar,3513,Kabupaten Probolinggo,35,Jawa Timur
351312,Paiton,3513,Kabupaten Probolinggo,35,Jawa Timur
351313,Besuk,3513,Kabupaten Probolinggo,35,Jawa Timur
351314,Kraksaan,3513,Kabupaten Probolinggo,35,Jawa Timur
351315,Krejengan,3513,Kabupaten Probolinggo,35,Jawa Timur
351316,Pajarakan,3513,Kabupaten Probolinggo,35,Jawa Timur
351317,Maron,3513,Kabupaten Probolinggo,35,Jawa Timur
351318,Gending,3513,Kabupaten Probolinggo,35,Jawa Timur
351319,Dringu,3513,Kabupaten Probolinggo,35,Jawa Timur
351320,Tegalsiwalan,3513,Kabupaten Probolinggo,35,Jawa Timur
351321,Sumberasih,3513,Kabupaten Probolinggo,35,Jawa Timur
351322,Wonomerto,3513,Kabupaten Probolinggo,35,Jawa Timur
351323,Tongas,3513,Kabupaten Probolinggo,35,Jawa Timur
351324,Lumbang,3513,Kabupaten Probolinggo,35,Jawa Timur
351401,Purwodadi,3514,Kabupaten Pasuruan,35,Jawa Timur
351402,Tutur,3514,Kabupaten Pasuruan,35,Jawa Timur
351403,Puspo,3514,Kabupaten Pasuruan,35,Jawa Timur
351404,Lumbang,3514,Kabupaten Pasuruan,35,Jawa Timur
351405,Pasrepan,3514,Kabupaten Pasuruan,35,Jawa Timur
351406,Kejayan,3514,Kabupaten Pasuruan,35,Jawa Timur
351407,Wonorejo,3514,Kabupaten Pasuruan,35,Jawa Timur
351408,Purwosari,3514,Kabupaten Pasuruan,35,Jawa Timur
351409,Sukorejo,3514,Kabupaten Pasuruan,35,Jawa Timur
351410,Prigen,3514,Kabupaten Pasuruan,35,Jawa Timur
351411,Pandaan,3514,Kabupaten Pasuruan,35,Jawa Timur
351412,Gempol,3514,Kabupaten Pasuruan,35,Jawa Timur
351413,Beji,3514,Kabupaten Pasuruan,35,Jawa Timur
351414,Bangil,3514,Kabupaten Pasuruan,35,Jawa Timur
351415,Rembang,3514,Kabupaten Pasuruan,35,Jawa Timur
351416,Kraton,3514,Kabupaten Pasuruan,35,Jawa Timur
351417,Pohjentrek,3514,Kabupaten Pasuruan,35,Jawa Timur
351418,Gondangwetan,3514,Kabupaten Pasuruan,35,Jawa Timur
351419,Winongan,3514,Kabupaten Pasuruan,35,Jawa Timur
351420,Grati,3514,Kabupaten Pasuruan,35,Jawa Timur
351421,Nguling,3514,Kabupaten Pasuruan,35,Jawa Timur
351422,Lekok,3514,Kabupaten Pasuruan,35,Jawa Timur
351423,Rejoso,3514,Kabupaten Pasuruan,35,Jawa Timur
351424,Tosari,3514,Kabupaten Pasuruan,35,Jawa Timur
351501,Tarik,3515,Kabupaten Sidoarjo,35,Jawa Timur
351502,Prambon,3515,Kabupaten Sidoarjo,35,Jawa Timur
351503,Krembung,3515,Kabupaten Sidoarjo,35,Jawa Timur
351504,Porong,3515,Kabupaten Sidoarjo,35,Jawa Timur
351505,Jabon,3515,Kabupaten Sidoarjo,35,Jawa Timur
351506,Tanggulangin,3515,Kabupaten Sidoarjo,35,Jawa Timur
351507,Candi,3515,Kabupaten Sidoarjo,35,Jawa Timur
351508,Sidoarjo,3515,Kabupaten Sidoarjo,35,Jawa Timur
351509,Tulangan,3515,Kabupaten Sidoarjo,35,Jawa Timur
351510,Wonoayu,3515,Kabupaten Sidoarjo,35,Jawa Timur
351511,Krian,3515,Kabupaten Sidoarjo,35,Jawa Timur
351512,Balongbendo,3515,Kabupaten Sidoarjo,35,Jawa Timur
351513,Taman,3515,Kabupaten Sidoarjo,35,Jawa Timur
351514,Sukodono,3515,Kabupaten Sidoarjo,35,Jawa Timur
351515,Buduran,3515,Kabupaten Sidoarjo,35,Jawa Timur
351516,Gedangan,3515,Kabupaten Sidoarjo,35,Jawa Timur
351517,Sedati,3515,Kabupaten Sidoarjo,35,Jawa Timur
351518,Waru,3515,Kabupaten Sidoarjo,35,Jawa Timur
351601,Jatirejo,3516,Kabupaten Mojokerto,35,Jawa Timur
351602,Gondang,3516,Kabupaten Mojokerto,35,Jawa Timur
351603,Pacet,3516,Kabupaten Mojokerto,35,Jawa Timur
351604,Trawas,3516,Kabupaten Mojokerto,35,Jawa Timur
351605,Ngoro,3516,Kabupaten Mojokerto,35,Jawa Timur
351606,Pungging,3516,Kabupaten Mojokerto,35,Jawa Timur
351607,Kutorejo,3516,Kabupaten Mojokerto,35,Jawa Timur
351608,Mojosari,3516,Kabupaten Mojokerto,35,Jawa Timur
351609,Dlanggu,3516,Kabupaten Mojokerto,35,Jawa Timur
351610,Bangsal,3516,Kabupaten Mojokerto,35,Jawa Timur
351611,Puri,3516,Kabupaten Mojokerto,35,Jawa Timur
351612,Trowulan,3516,Kabupaten Mojokerto,35,Jawa Timur
351613,Sooko,3516,Kabupaten Mojokerto,35,Jawa Timur
351614,Gedeg,3516,Kabupaten Mojokerto,35,Jawa Timur
351615,Kemlagi,3516,Kabupaten Mojokerto,35,Jawa Timur
351616,Jetis,3516,Kabupaten Mojokerto,35,Jawa Timur
351617,Dawarblandong,3516,Kabupaten Mojokerto,35,Jawa Timur
351618,Mojoanyar,3516,Kabupaten Mojokerto,35,Jawa Timur
351701,Perak,3517,Kabupaten Jombang,35,Jawa Timur
351702,Gudo,3517,Kabupaten Jombang,35,Jawa Timur
351703,Ngoro,3517,Kabupaten Jombang,35,Jawa Timur
351704,Bareng,3517,Kabupaten Jombang,35,Jawa Timur
351705,Wonosalam,3517,Kabupaten Jombang,35,Jawa Timur
351706,Mojoagung,3517,Kabupaten Jombang,35,Jawa Timur
351707,Mojowarno,3517,Kabupaten Jombang,35,Jawa Timur
351708,Diwek,3517,Kabupaten Jombang,35,Jawa Timur
351709,Jombang,3517,Kabupaten Jombang,35,Jawa Timur
351710,Peterongan,3517,Kabupaten Jombang,35,Jawa Timur
351711,Sumobito,3517,Kabupaten Jombang,35,Jawa Timur
351712,Kesamben,3517,Kabupaten Jombang,35,Jawa Timur
351713,Tembelang,3517,Kabupaten Jombang,35,Jawa Timur
351714,Ploso,3517,Kabupaten Jombang,35,Jawa Timur
351715,Plandaan,3517,Kabupaten Jombang,35,Jawa Timur
351716,Kabuh,3517,Kabupaten Jombang,35,Jawa Timur
351717,Kudu,3517,Kabupaten Jombang,35,Jawa Timur
351718,Bandarkedungmulyo,3517,Kabupaten Jombang,35,Jawa Timur
351719,Jogoroto,3517,Kabupaten Jombang,35,Jawa Timur
351720,Megaluh,3517,Kabupaten Jombang,35,Jawa Timur
351721,Ngusikan,3517,Kabupaten Jombang,35,Jawa Timur
351801,Sawahan,3518,Kabupaten Nganjuk,35,Jawa Timur
351802,Ngetos,3518,Kabupaten Nganjuk,35,Jawa Timur
351803,Berbek,3518,Kabupaten Nganjuk,35,Jawa Timur
351804,Loceret,3518,Kabupaten Nganjuk,35,Jawa Timur
351805,Pace,3518,Kabupaten Nganjuk,35,Jawa Timur
351806,Prambon,3518,Kabupaten Nganjuk,35,Jawa Timur
351807,Ngronggot,3518,Kabupaten Nganjuk,35,Jawa Timur
351808,Kertosono,3518,Kabupaten Nganjuk,35,Jawa Timur
351809,Patianrowo,3518,Kabupaten Nganjuk,35,Jawa Timur
351810,Baron,3518,Kabupaten Nganjuk,35,Jawa Timur
351811,Tanjunganom,3518,Kabupaten Nganjuk,35,Jawa Timur
351812,Sukomoro,3518,Kabupaten Nganjuk,35,Jawa Timur
351813,Nganjuk,3518,Kabupaten Nganjuk,35,Jawa Timur
351814,Bagor,3518,Kabupaten Nganjuk,35,Jawa Timur
351815,Wilangan,3518,Kabupaten Nganjuk,35,Jawa Timur
351816,Rejoso,3518,Kabupaten Nganjuk,35,Jawa Timur
351817,Gondang,3518,Kabupaten Nganjuk,35,Jawa Timur
351818,Ngluyu,3518,Kabupaten Nganjuk,35,Jawa Timur
351819,Lengkong,3518,Kabupaten Nganjuk,35,Jawa Timur
351820,Jatikalen,3518,Kabupaten Nganjuk,35,Jawa Timur
351901,Kebonsari,3519,Kabupaten Madiun,35,Jawa Timur
351902,Dolopo,3519,Kabupaten Madiun,35,Jawa Timur
351903,Geger,3519,Kabupaten Madiun,35,Jawa Timur
351904,Dagangan,3519,Kabupaten Madiun,35,Jawa Timur
351905,Kare,3519,Kabupaten Madiun,35,Jawa Timur
351906,Gemarang,3519,Kabupaten Madiun,35,Jawa Timur
351907,Wungu,3519,Kabupaten Madiun,35,Jawa Timur
351908,Madiun,3519,Kabupaten Madiun,35,Jawa Timur
351909,Jiwan,3519,Kabupaten Madiun,35,Jawa Timur
351910,Balerejo,3519,Kabupaten Madiun,35,Jawa Timur
351911,Mejayan,3519,Kabupaten Madiun,35,Jawa Timur
351912,Saradan,3519,Kabupaten Madiun,35,Jawa Timur
351913,Pilangkenceng,3519,Kabupaten Madiun,35,Jawa Timur
351914,Sawahan,3519,Kabupaten Madiun,35,Jawa Timur
351915,Wonoasri,3519,Kabupaten Madiun,35,Jawa Timur
352001,Poncol,3520,Kabupaten Magetan,35,Jawa Timur
352002,Parang,3520,Kabupaten Magetan,35,Jawa Timur
352003,Lembeyan,3520,Kabupaten Magetan,35,Jawa Timur
352004,Takeran,3520,Kabupaten Magetan,35,Jawa Timur
352005,Kawedanan,3520,Kabupaten Magetan,35,Jawa Timur
352006,Magetan,3520,Kabupaten Magetan,35,Jawa Timur
352007,Plaosan,3520,Kabupaten Magetan,35,Jawa Timur
352008,Panekan,3520,Kabupaten Magetan,35,Jawa Timur
352009,Sukomoro,3520,Kabupaten Magetan,35,Jawa Timur
352010,Bendo,3520,Kabupaten Magetan,35,Jawa Timur
352011,Maospati,3520,Kabupaten Magetan,35,Jawa Timur
352012,Barat,3520,Kabupaten Magetan,35,Jawa Timur
352013,Karangrejo,3520,Kabupaten Magetan,35,Jawa Timur
352014,Karas,3520,Kabupaten Magetan,35,Jawa Timur
352015,Kartoharjo,3520,Kabupaten Magetan,35,Jawa Timur
352016,Ngariboyo,3520,Kabupaten Magetan,35,Jawa Timur
352017,Nguntoronadi,3520,Kabupaten Magetan,35,Jawa Timur
352018,Sidorejo,3520,Kabupaten Magetan,35,Jawa Timur
352101,Sine,3521,Kabupaten Ngawi,35,Jawa Timur
352102,Ngrambe,3521,Kabupaten Ngawi,35,Jawa Timur
352103,Jogorogo,3521,Kabupaten Ngawi,35,Jawa Timur
352104,Kendal,3521,Kabupaten Ngawi,35,Jawa Timur
352105,Geneng,3521,Kabupaten Ngawi,35,Jawa Timur
352106,Kwadungan,3521,Kabupaten Ngawi,35,Jawa Timur
352107,Karangjati,3521,Kabupaten Ngawi,35,Jawa Timur
352108,Padas,3521,Kabupaten Ngawi,35,Jawa Timur
352109,Ngawi,3521,Kabupaten Ngawi,35,Jawa Timur
352110,Paron,3521,Kabupaten Ngawi,35,Jawa Timur
352111,Kedunggalar,3521,Kabupaten Ngawi,35,Jawa Timur
352112,Widodaren,3521,Kabupaten Ngawi,35,Jawa Timur
352113,Mantingan,3521,Kabupaten Ngawi,35,Jawa Timur
352114,Pangkur,3521,Kabupaten Ngawi,35,Jawa Timur
352115,Bringin,3521,Kabupaten Ngawi,35,Jawa Timur
352116,Pitu,3521,Kabupaten Ngawi,35,Jawa Timur
352117,Karanganyar,3521,Kabupaten Ngawi,35,Jawa Timur
352118,Gerih,3521,Kabupaten Ngawi,35,Jawa Timur
352119,Kasreman,3521,Kabupaten Ngawi,35,Jawa Timur
352201,Ngraho,3522,Kabupaten Bojonegoro,35,Jawa Timur
352202,Tambakrejo,3522,Kabupaten Bojonegoro,35,Jawa Timur
352203,Ngambon,3522,Kabupaten Bojonegoro,35,Jawa Timur
352204,Ngasem,3522,Kabupaten Bojonegoro,35,Jawa Timur
352205,Bubulan,3522,Kabupaten Bojonegoro,35,Jawa Timur
352206,Dander,3522,Kabupaten Bojonegoro,35,Jawa Timur
352207,Sugihwaras,3522,Kabupaten Bojonegoro,35,Jawa Timur
352208,Kedungadem,3522,Kabupaten Bojonegoro,35,Jawa Timur
352209,Kepohbaru,3522,Kabupaten Bojonegoro,35,Jawa Timur
352210,Baureno,3522,Kabupaten Bojonegoro,35,Jawa Timur
352211,Kanor,3522,Kabupaten Bojonegoro,35,Jawa Timur
352212,Sumberrejo,3522,Kabupaten Bojonegoro,35,Jawa Timur
352213,Balen,3522,Kabupaten Bojonegoro,35,Jawa Timur
352214,Kapas,3522,Kabupaten Bojonegoro,35,Jawa Timur
352215,Bojonegoro,3522,Kabupaten Bojonegoro,35,Jawa Timur
352216,Kalitidu,3522,Kabupaten Bojonegoro,35,Jawa Timur
352217,Malo,3522,Kabupaten Bojonegoro,35,Jawa Timur
352218,Purwosari,3522,Kabupaten Bojonegoro,35,Jawa Timur
352219,Padangan,3522,Kabupaten Bojonegoro,35,Jawa Timur
352220,Kasiman,3522,Kabupaten Bojonegoro,35,Jawa Timur
352221,Temayang,3522,Kabupaten Bojonegoro,35,Jawa Timur
352222,Margomulyo,3522,Kabupaten Bojonegoro,35,Jawa Timur
352223,Trucuk,3522,Kabupaten Bojonegoro,35,Jawa Timur
352224,Sukosewu,3522,Kabupaten Bojonegoro,35,Jawa Timur
352225,Kedewan,3522,Kabupaten Bojonegoro,35,Jawa Timur
352226,Gondang,3522,Kabupaten Bojonegoro,35,Jawa Timur
352227,Sekar,3522,Kabupaten Bojonegoro,35,Jawa Timur
352228,Gayam,3522,Kabupaten Bojonegoro,35,Jawa Timur
352301,Kenduruan,3523,Kabupaten Tuban,35,Jawa Timur
352302,Jatirogo,3523,Kabupaten Tuban,35,Jawa Timur
352303,Bangilan,3523,Kabupaten Tuban,35,Jawa Timur
352304,Bancar,3523,Kabupaten Tuban,35,Jawa Timur
352305,Senori,3523,Kabupaten Tuban,35,Jawa Timur
352306,Tambakboyo,3523,Kabupaten Tuban,35,Jawa Timur
352307,Singgahan,3523,Kabupaten Tuban,35,Jawa Timur
352308,Kerek,3523,Kabupaten Tuban,35,Jawa Timur
352309,Parengan,3523,Kabupaten Tuban,35,Jawa Timur
352310,Montong,3523,Kabupaten Tuban,35,Jawa Timur
352311,Soko,3523,Kabupaten Tuban,35,Jawa Timur
352312,Jenu,3523,Kabupaten Tuban,35,Jawa Timur
352313,Merakurak,3523,Kabupaten Tuban,35,Jawa Timur
352314,Rengel,3523,Kabupaten Tuban,35,Jawa Timur
352315,Semanding,3523,Kabupaten Tuban,35,Jawa Timur
352316,Tuban,3523,Kabupaten Tuban,35,Jawa Timur
352317,Plumpang,3523,Kabupaten Tuban,35,Jawa Timur
352318,Palang,3523,Kabupaten Tuban,35,Jawa Timur
352319,Widang,3523,Kabupaten Tuban,35,Jawa Timur
352320,Grabagan,3523,Kabupaten Tuban,35,Jawa Timur
352401,Sukorame,3524,Kabupaten Lamongan,35,Jawa Timur
352402,Bluluk,3524,Kabupaten Lamongan,35,Jawa Timur
352403,Modo,3524,Kabupaten Lamongan,35,Jawa Timur
352404,Ngimbang,3524,Kabupaten Lamongan,35,Jawa Timur
352405,Babat,3524,Kabupaten Lamongan,35,Jawa Timur
352406,Kedungpring,3524,Kabupaten Lamongan,35,Jawa Timur
352407,Brondong,3524,Kabupaten Lamongan,35,Jawa Timur
352408,Laren,3524,Kabupaten Lamongan,35,Jawa Timur
352409,Sekaran,3524,Kabupaten Lamongan,35,Jawa Timur
352410,Maduran,3524,Kabupaten Lamongan,35,Jawa Timur
352411,Sambeng,3524,Kabupaten Lamongan,35,Jawa Timur
352412,Sugio,3524,Kabupaten Lamongan,35,Jawa Timur
352413,Pucuk,3524,Kabupaten Lamongan,35,Jawa Timur
352414,Paciran,3524,Kabupaten Lamongan,35,Jawa Timur
352415,Solokuro,3524,Kabupaten Lamongan,35,Jawa Timur
352416,Mantup,3524,Kabupaten Lamongan,35,Jawa Timur
352417,Sukodadi,3524,Kabupaten Lamongan,35,Jawa Timur
352418,Karanggeneng,3524,Kabupaten Lamongan,35,Jawa Timur
352419,Kembangbahu,3524,Kabupaten Lamongan,35,Jawa Timur
352420,Kalitengah,3524,Kabupaten Lamongan,35,Jawa Timur
352421,Turi,3524,Kabupaten Lamongan,35,Jawa Timur
352422,Lamongan,3524,Kabupaten Lamongan,35,Jawa Timur
352423,Tikung,3524,Kabupaten Lamongan,35,Jawa Timur
352424,Karangbinangun,3524,Kabupaten Lamongan,35,Jawa Timur
352425,Deket,3524,Kabupaten Lamongan,35,Jawa Timur
352426,Glagah,3524,Kabupaten Lamongan,35,Jawa Timur
352427,Sarirejo,3524,Kabupaten Lamongan,35,Jawa Timur
352501,Dukun,3525,Kabupaten Gresik,35,Jawa Timur
352502,Balongpanggang,3525,Kabupaten Gresik,35,Jawa Timur
352503,Panceng,3525,Kabupaten Gresik,35,Jawa Timur
352504,Benjeng,3525,Kabupaten Gresik,35,Jawa Timur
352505,Duduksampeyan,3525,Kabupaten Gresik,35,Jawa Timur
352506,Wringinanom,3525,Kabupaten Gresik,35,Jawa Timur
352507,Ujungpangkah,3525,Kabupaten Gresik,35,Jawa Timur
352508,Kedamean,3525,Kabupaten Gresik,35,Jawa Timur
352509,Sidayu,3525,Kabupaten Gresik,35,Jawa Timur
352510,Manyar,3525,Kabupaten Gresik,35,Jawa Timur
352511,Cerme,3525,Kabupaten Gresik,35,Jawa Timur
352512,Bungah,3525,Kabupaten Gresik,35,Jawa Timur
352513,Menganti,3525,Kabupaten Gresik,35,Jawa Timur
352514,Kebomas,3525,Kabupaten Gresik,35,Jawa Timur
352515,Driyorejo,3525,Kabupaten Gresik,35,Jawa Timur
352516,Gresik,3525,Kabupaten Gresik,35,Jawa Timur
352517,Sangkapura,3525,Kabupaten Gresik,35,Jawa Timur
352518,Tambak,3525,Kabupaten Gresik,35,Jawa Timur
352601,Bangkalan,3526,Kabupaten Bangkalan,35,Jawa Timur
352602,Socah,3526,Kabupaten Bangkalan,35,Jawa Timur
352603,Burneh,3526,Kabupaten Bangkalan,35,Jawa Timur
